Date,SalesRep,Product,Units,Price,Total Sales,City,Region,Day
27/11/2013,Eric  Rose,Nestle Toffee Crumble,3,177,531,Mumbai,West,Wednesday
27/11/2013,Max  Rodgers,Nestle Rolo Potz,2,203,406,Nagpur,West,Wednesday
27/11/2013,Mable  Lindsey,Nestle Maxibon Cookie,2,158,316,Ahmedabad,West,Wednesday
27/11/2013,Edwin  Malone,Nestle Smarties Pop-Up,2,490,980,Kolkata,East,Wednesday
27/11/2013,Brooke  Horton,Nestle Rowntree Fruit Pastil,2,281,562,Nainital,North,Wednesday
27/11/2013,Cassandra  Franklin,Nestle Smarties Pop-Up,6,253,1518,Delhi,North,Wednesday
27/11/2013,Brooke  Horton,Nestle Aero Mint Potz,20,377,7540,Nainital,North,Wednesday
27/11/2013,Ernest  Davis,Nestle Smarties Pop-Up,4,293,1172,Mumbai,West,Wednesday
27/11/2013,Felicia  Jennings,Nestle Fab,2,185,370,Pune,West,Wednesday
27/11/2013,Max  Rodgers,Nestle Toffee Crumble,2,149,298,Nagpur,West,Wednesday
27/11/2013,Cindy  Becker,Nestle Smarties Pop-Up,3,460,1380,Bangalore,South,Wednesday
27/11/2013,Peter  Hodges,Nestle Smarties Pop-Up,2,492,984,Shimla,North,Wednesday
27/11/2013,Shari  Silva,Nestle Rowntree Fruit Pastil,3,227,681,Mysore,South,Wednesday
27/11/2013,Shari  Silva,Nestle Milky Bar Stick,2,411,822,Mysore,South,Wednesday
27/11/2013,Paulette  Spencer,Nestle Rowntree Fruit Pastil,1,326,326,Hyderabad,South,Wednesday
27/11/2013,Marion  Glover,Nestle Rolo Potz,2,338,676,Durgapur,East,Wednesday
27/11/2013,Arturo  Francis,Nestle Aero Mint Potz,2,207,414,Ranchi,East,Wednesday
27/11/2013,Shari  Silva,Nestle Toffee Crumble,13,429,5577,Mysore,South,Wednesday
27/11/2013,Nellie  Joseph,Nestle Rolo Potz,10,161,1610,Patna,East,Wednesday
27/11/2013,Carla  Mccormick,Nestle Toffee Crumble,3,334,1002,Varanasi,North,Wednesday
27/11/2013,Carla  Mccormick,Nestle Nobbly Bobbly,2,273,546,Varanasi,North,Wednesday
27/11/2013,Fernando  Rowe,Nestle Fab,1,380,380,Ahmedabad,West,Wednesday
27/11/2013,Joey  Wong,Nestle Milky Bar Stick,3,350,1050,Goa,West,Wednesday
27/11/2013,Edwin  Malone,Nestle Milky Bar Stick,1,420,420,Kolkata,East,Wednesday
27/11/2013,Drew  Rogers,Nestle Smarties Pop-Up,3,243,729,Delhi,North,Wednesday
27/11/2013,Colleen  Warren,Nestle Nobbly Bobbly,2,482,964,Ahmedabad,West,Wednesday
27/11/2013,Blake  Bridges,Nestle Maxibon Cookie,2,464,928,Cochin,South,Wednesday
27/11/2013,Shari  Silva,Nestle Smarties Pop-Up,1,344,344,Mysore,South,Wednesday
27/11/2013,Beth  Tucker,Nestle Aero Mint Potz,1,485,485,Pune,West,Wednesday
27/11/2013,Patty  Thompson,Nestle Fab,5,102,510,Mumbai,West,Wednesday
27/11/2013,Brooke  Horton,Nestle Aero Mint Potz,25,428,10700,Nainital,North,Wednesday
27/11/2013,Elvira  Bowman,Nestle Nobbly Bobbly,23,290,6670,Srinagar,North,Wednesday
27/11/2013,Felicia  Jennings,Nestle Smarties Pop-Up,1,167,167,Pune,West,Wednesday
27/11/2013,Drew  Rogers,Nestle Aero Mint Potz,14,117,1638,Delhi,North,Wednesday
27/11/2013,Christina  Fuller,Nestle Kit Kat Cone,2,498,996,Nagpur,West,Wednesday
27/11/2013,Robert  Munoz,Nestle Fab,1,242,242,Delhi,North,Wednesday
27/11/2013,Beth  Tucker,Nestle Milky Bar Stick,2,400,800,Pune,West,Wednesday
27/11/2013,Cindy  Becker,Nestle Rowntree Fruit Pastil,2,117,234,Bangalore,South,Wednesday
27/11/2013,Cassandra  Franklin,Nestle Aero Mint Potz,1,260,260,Delhi,North,Wednesday
27/11/2013,Patty  Thompson,Nestle Aero Mint Potz,2,164,328,Mumbai,West,Wednesday
27/11/2013,Bethany  Pena,Nestle Milky Bar Stick,3,500,1500,Nagpur,West,Wednesday
27/11/2013,Dan  Peterson,Nestle Milky Bar Stick,3,129,387,Shimla,North,Wednesday
27/11/2013,Kyle  Carr,Nestle Toffee Crumble,3,100,300,Delhi,North,Wednesday
27/11/2013,Herman  Williams,Nestle Toffee Crumble,3,227,681,Darjeeling,East,Wednesday
27/11/2013,Beth  Tucker,Nestle Smarties Pop-Up,2,238,476,Pune,West,Wednesday
27/11/2013,Della  Jensen,Nestle Smarties Pop-Up,2,430,860,Patna,East,Wednesday
27/11/2013,Lynette  Brewer,Nestle Rolo Potz,1,394,394,Varanasi,North,Wednesday
27/11/2013,Salvador  Bass,Nestle Fab,1,420,420,Goa,West,Wednesday
27/11/2013,Paulette  Spencer,Nestle Toffee Crumble,2,197,394,Hyderabad,South,Wednesday
27/11/2013,Salvador  Bass,Nestle Kit Kat Cone,2,195,390,Goa,West,Wednesday
28/11/2013,Woodrow  Colon,Nestle Milky Bar Stick,3,294,882,Cochin,South,Thursday
28/11/2013,Beth  Tucker,Nestle Fab,2,349,698,Pune,West,Thursday
28/11/2013,Robert  Munoz,Nestle Milky Bar Stick,4,364,1456,Delhi,North,Thursday
28/11/2013,Sonya  Mullins,Nestle Rowntree Fruit Pastil,2,189,378,Kolkata,East,Thursday
28/11/2013,Ivan  Adkins,Nestle Toffee Crumble,14,404,5656,Mumbai,West,Thursday
28/11/2013,Felicia  Jennings,Nestle Smarties Pop-Up,3,184,552,Pune,West,Thursday
28/11/2013,Elaine  Ellis,Nestle Kit Kat Cone,3,351,1053,Hyderabad,South,Thursday
28/11/2013,Edwin  Malone,Nestle Aero Mint Potz,2,381,762,Kolkata,East,Thursday
28/11/2013,Don  Gonzales,Nestle Milky Bar Stick,2,367,734,Mysore,South,Thursday
28/11/2013,Sonya  Mullins,Nestle Smarties Pop-Up,1,352,352,Kolkata,East,Thursday
28/11/2013,Lance  Yates,Nestle Aero Mint Potz,2,126,252,Srinagar,North,Thursday
28/11/2013,Beth  Tucker,Nestle Maxibon Cookie,2,397,794,Pune,West,Thursday
28/11/2013,Christina  Fuller,Nestle Smarties Pop-Up,1,293,293,Nagpur,West,Thursday
28/11/2013,Woodrow  Colon,Nestle Milky Bar Stick,3,408,1224,Cochin,South,Thursday
28/11/2013,Fernando  Rowe,Nestle Maxibon Cookie,2,242,484,Ahmedabad,West,Thursday
28/11/2013,Lorraine  Gibson,Nestle Milky Bar Stick,4,427,1708,Kolkata,East,Thursday
28/11/2013,Della  Jensen,Nestle Rowntree Screamers,3,327,981,Patna,East,Thursday
28/11/2013,Jenny  Garcia,Nestle Toffee Crumble,2,264,528,Shimla,North,Thursday
28/11/2013,Christina  Fuller,Nestle Kit Kat Cone,2,152,304,Nagpur,West,Thursday
28/11/2013,Austin  Reynolds,Nestle Rowntree Fruit Pastil,2,427,854,Kolkata,East,Thursday
28/11/2013,Fernando  Rowe,Nestle Maxibon Cookie,2,462,924,Ahmedabad,West,Thursday
28/11/2013,Arturo  Francis,Nestle Rowntree Fruit Pastil,2,310,620,Ranchi,East,Thursday
28/11/2013,Ruben  Nunez,Nestle Fab,3,431,1293,Ahmedabad,West,Thursday
28/11/2013,Beth  Tucker,Nestle Rowntree Fruit Pastil,11,399,4389,Pune,West,Thursday
28/11/2013,Jenny  Garcia,Nestle Smarties Pop-Up,3,347,1041,Shimla,North,Thursday
28/11/2013,Salvador  Bass,Nestle Milky Bar Stick,1,466,466,Goa,West,Thursday
28/11/2013,Jenny  Garcia,Nestle Rowntree Screamers,3,132,396,Shimla,North,Thursday
28/11/2013,Andrew  Meyer,Nestle Aero Mint Potz,3,159,477,Mumbai,West,Thursday
28/11/2013,Bethany  Pena,Nestle Smarties Pop-Up,3,249,747,Nagpur,West,Thursday
28/11/2013,Bernadette  Page,Nestle Milky Bar Stick,2,459,918,Delhi,North,Thursday
28/11/2013,Isabel  Cross,Nestle Rolo Potz,2,230,460,Ranchi,East,Thursday
28/11/2013,Isabel  Cross,Nestle Nobbly Bobbly,19,139,2641,Ranchi,East,Thursday
28/11/2013,Isabel  Cross,Nestle Toffee Crumble,1,150,150,Ranchi,East,Thursday
28/11/2013,Lorraine  Gibson,Nestle Aero Mint Potz,3,230,690,Kolkata,East,Thursday
28/11/2013,Isabel  Cross,Nestle Toffee Crumble,2,153,306,Ranchi,East,Thursday
28/11/2013,Elbert  Klein,Nestle Aero Mint Potz,3,337,1011,Cochin,South,Thursday
28/11/2013,Ellen  Weaver,Nestle Rolo Potz,3,191,573,Hyderabad,South,Thursday
28/11/2013,Shari  Silva,Nestle Fab,3,196,588,Mysore,South,Thursday
28/11/2013,Carla  Mccormick,Nestle Toffee Crumble,2,216,432,Varanasi,North,Thursday
28/11/2013,Guillermo  Potter,Nestle Rowntree Fruit Pastil,3,195,585,Nainital,North,Thursday
28/11/2013,Shari  Silva,Nestle Fab,4,211,844,Mysore,South,Thursday
28/11/2013,Brooke  Horton,Nestle Maxibon Cookie,2,193,386,Nainital,North,Thursday
28/11/2013,Ivan  Adkins,Nestle Maxibon Cookie,3,208,624,Mumbai,West,Thursday
28/11/2013,Ellen  Weaver,Nestle Smarties Pop-Up,3,347,1041,Hyderabad,South,Thursday
28/11/2013,Sandra  Floyd,Nestle Milky Bar Stick,1,303,303,Nainital,North,Thursday
28/11/2013,Austin  Reynolds,Nestle Smarties Pop-Up,23,459,10557,Kolkata,East,Thursday
28/11/2013,Austin  Reynolds,Nestle Milky Bar Stick,5,117,585,Kolkata,East,Thursday
28/11/2013,Bobbie  Ryan,Nestle Aero Mint Potz,2,285,570,Darjeeling,East,Thursday
28/11/2013,Max  Rodgers,Nestle Rowntree Fruit Pastil,4,343,1372,Nagpur,West,Thursday
28/11/2013,Beth  Tucker,Nestle Smarties Pop-Up,2,218,436,Pune,West,Thursday
28/11/2013,Shari  Silva,Nestle Rowntree Fruit Pastil,4,339,1356,Mysore,South,Thursday
28/11/2013,Max  Rodgers,Nestle Smarties Pop-Up,3,414,1242,Nagpur,West,Thursday
28/11/2013,Shari  Silva,Nestle Rowntree Screamers,2,388,776,Mysore,South,Thursday
28/11/2013,Lorraine  Gibson,Nestle Rolo Potz,3,101,303,Kolkata,East,Thursday
28/11/2013,Charlie  Wood,Nestle Rowntree Fruit Pastil,1,492,492,Agra,North,Thursday
28/11/2013,Joey  Wong,Nestle Smarties Pop-Up,24,416,9984,Goa,West,Thursday
28/11/2013,Cassandra  Franklin,Nestle Milky Bar Stick,3,244,732,Delhi,North,Thursday
29/11/2013,Bethany  Pena,Nestle Maxibon Cookie,3,463,1389,Nagpur,West,Friday
29/11/2013,Christina  Fuller,Nestle Toffee Crumble,2,373,746,Nagpur,West,Friday
29/11/2013,Bethany  Pena,Nestle Aero Mint Potz,4,420,1680,Nagpur,West,Friday
29/11/2013,Ruben  Nunez,Nestle Rowntree Fruit Pastil,3,448,1344,Ahmedabad,West,Friday
29/11/2013,Sonya  Mullins,Nestle Milky Bar Stick,1,172,172,Kolkata,East,Friday
29/11/2013,Billie  Chandler,Nestle Rolo Potz,2,471,942,Surat,West,Friday
29/11/2013,Cassandra  Franklin,Nestle Maxibon Cookie,2,116,232,Delhi,North,Friday
29/11/2013,Robert  Munoz,Nestle Aero Mint Potz,2,499,998,Delhi,North,Friday
29/11/2013,Herman  Williams,Nestle Rowntree Fruit Pastil,4,171,684,Darjeeling,East,Friday
29/11/2013,Rachel  Gomez,Nestle Fab,3,457,1371,Delhi,North,Friday
29/11/2013,Brooke  Horton,Nestle Fab,1,194,194,Nainital,North,Friday
29/11/2013,Drew  Rogers,Nestle Kit Kat Cone,2,208,416,Delhi,North,Friday
29/11/2013,Lance  Yates,Nestle Rowntree Fruit Pastil,3,348,1044,Srinagar,North,Friday
29/11/2013,Bernadette  Page,Nestle Kit Kat Cone,1,380,380,Delhi,North,Friday
29/11/2013,Bethany  Pena,Nestle Rowntree Fruit Pastil,3,235,705,Nagpur,West,Friday
29/11/2013,Robert  Munoz,Nestle Fab,3,221,663,Delhi,North,Friday
29/11/2013,Edwin  Malone,Nestle Milky Bar Stick,2,197,394,Kolkata,East,Friday
29/11/2013,Kyle  Carr,Nestle Fab,1,258,258,Delhi,North,Friday
29/11/2013,Jaime  Pearson,Nestle Rowntree Fruit Pastil,2,148,296,Jodhpur,North,Friday
29/11/2013,Ben  Perez,Nestle Fab,2,333,666,Goa,West,Friday
29/11/2013,Pauline  Beck,Nestle Fab,2,418,836,Pune,West,Friday
29/11/2013,Willie  Vega,Nestle Maxibon Cookie,1,206,206,Delhi,North,Friday
29/11/2013,Nellie  Joseph,Nestle Rowntree Fruit Pastil,2,425,850,Patna,East,Friday
29/11/2013,Billie  Chandler,Nestle Maxibon Cookie,2,277,554,Surat,West,Friday
29/11/2013,Bethany  Pena,Nestle Smarties Pop-Up,2,179,358,Nagpur,West,Friday
29/11/2013,Elaine  Ellis,Nestle Fab,2,395,790,Hyderabad,South,Friday
29/11/2013,Andrew  Meyer,Nestle Aero Mint Potz,3,252,756,Mumbai,West,Friday
29/11/2013,Edwin  Malone,Nestle Rowntree Fruit Pastil,2,447,894,Kolkata,East,Friday
29/11/2013,Max  Rodgers,Nestle Milky Bar Stick,3,370,1110,Nagpur,West,Friday
29/11/2013,Ruben  Nunez,Nestle Rowntree Fruit Pastil,3,314,942,Ahmedabad,West,Friday
29/11/2013,Della  Jensen,Nestle Smarties Pop-Up,2,413,826,Patna,East,Friday
29/11/2013,Billie  Chandler,Nestle Toffee Crumble,2,358,716,Surat,West,Friday
29/11/2013,Elbert  Klein,Nestle Rolo Potz,3,376,1128,Cochin,South,Friday
29/11/2013,Christina  Fuller,Nestle Smarties Pop-Up,1,116,116,Nagpur,West,Friday
29/11/2013,Mable  Lindsey,Nestle Fab,3,469,1407,Ahmedabad,West,Friday
29/11/2013,Charlie  Wood,Nestle Toffee Crumble,3,434,1302,Agra,North,Friday
29/11/2013,Charlie  Wood,Nestle Fab,3,144,432,Agra,North,Friday
29/11/2013,Donna  Reid,Nestle Fab,1,191,191,Goa,West,Friday
29/11/2013,Elvira  Bowman,Nestle Aero Mint Potz,1,220,220,Srinagar,North,Friday
29/11/2013,Robert  Munoz,Nestle Fab,2,309,618,Delhi,North,Friday
29/11/2013,Billie  Chandler,Nestle Smarties Pop-Up,2,133,266,Surat,West,Friday
29/11/2013,Fernando  Rowe,Nestle Toffee Crumble,4,425,1700,Ahmedabad,West,Friday
29/11/2013,Rachel  Gomez,Nestle Toffee Crumble,1,370,370,Delhi,North,Friday
29/11/2013,Rachel  Gomez,Nestle Maxibon Cookie,1,435,435,Delhi,North,Friday
29/11/2013,Andrew  Meyer,Nestle Rolo Potz,2,125,250,Mumbai,West,Friday
29/11/2013,Elbert  Klein,Nestle Rowntree Fruit Pastil,1,391,391,Cochin,South,Friday
29/11/2013,Robert  Munoz,Nestle Rowntree Fruit Pastil,2,494,988,Delhi,North,Friday
29/11/2013,Della  Jensen,Nestle Rowntree Fruit Pastil,1,437,437,Patna,East,Friday
29/11/2013,Ben  Perez,Nestle Smarties Pop-Up,3,119,357,Goa,West,Friday
29/11/2013,Don  Gonzales,Nestle Toffee Crumble,1,220,220,Mysore,South,Friday
30/11/2013,Isabel  Cross,Nestle Milky Bar Stick,3,342,1026,Ranchi,East,Saturday
30/11/2013,Isabel  Cross,Nestle Aero Mint Potz,3,264,792,Ranchi,East,Saturday
30/11/2013,Rachel  Gomez,Nestle Smarties Pop-Up,2,274,548,Delhi,North,Saturday
30/11/2013,Bernadette  Page,Nestle Kit Kat Cone,2,236,472,Delhi,North,Saturday
30/11/2013,Don  Gonzales,Nestle Maxibon Cookie,4,452,1808,Mysore,South,Saturday
30/11/2013,Arturo  Francis,Nestle Milky Bar Stick,2,483,966,Ranchi,East,Saturday
30/11/2013,Peter  Hodges,Nestle Toffee Crumble,11,404,4444,Shimla,North,Saturday
30/11/2013,Edwin  Malone,Nestle Toffee Crumble,1,197,197,Kolkata,East,Saturday
30/11/2013,Rachel  Gomez,Nestle Smarties Pop-Up,1,133,133,Delhi,North,Saturday
30/11/2013,Rachel  Gomez,Nestle Milky Bar Stick,2,464,928,Delhi,North,Saturday
30/11/2013,Bethany  Pena,Nestle Rowntree Fruit Pastil,21,294,6174,Nagpur,West,Saturday
30/11/2013,Tracy  Reed,Nestle Aero Mint Potz,1,350,350,Agra,North,Saturday
30/11/2013,Colleen  Warren,Nestle Fab,4,309,1236,Ahmedabad,West,Saturday
30/11/2013,Della  Jensen,Nestle Nobbly Bobbly,1,204,204,Patna,East,Saturday
30/11/2013,Beth  Tucker,Nestle Maxibon Cookie,4,299,1196,Pune,West,Saturday
30/11/2013,Cindy  Becker,Nestle Toffee Crumble,3,327,981,Bangalore,South,Saturday
30/11/2013,Salvador  Bass,Nestle Milky Bar Stick,21,267,5607,Goa,West,Saturday
30/11/2013,Ivan  Adkins,Nestle Smarties Pop-Up,3,139,417,Mumbai,West,Saturday
30/11/2013,Robert  Munoz,Nestle Nobbly Bobbly,2,248,496,Delhi,North,Saturday
30/11/2013,Bobbie  Ryan,Nestle Kit Kat Cone,2,449,898,Darjeeling,East,Saturday
30/11/2013,Brooke  Horton,Nestle Rowntree Fruit Pastil,15,239,3585,Nainital,North,Saturday
30/11/2013,Brooke  Horton,Nestle Milky Bar Stick,3,157,471,Nainital,North,Saturday
30/11/2013,Rachel  Gomez,Nestle Fab,1,285,285,Delhi,North,Saturday
30/11/2013,Pauline  Beck,Nestle Milky Bar Stick,2,182,364,Pune,West,Saturday
30/11/2013,Fernando  Rowe,Nestle Aero Mint Potz,11,265,2915,Ahmedabad,West,Saturday
30/11/2013,Colleen  Warren,Nestle Milky Bar Stick,1,275,275,Ahmedabad,West,Saturday
30/11/2013,Bernadette  Page,Nestle Toffee Crumble,3,221,663,Delhi,North,Saturday
30/11/2013,Lula  Daniels,Nestle Smarties Pop-Up,2,203,406,Nainital,North,Saturday
30/11/2013,Ernest  Davis,Nestle Rolo Potz,1,402,402,Mumbai,West,Saturday
30/11/2013,Elaine  Ellis,Nestle Fab,1,188,188,Hyderabad,South,Saturday
30/11/2013,Nellie  Joseph,Nestle Milky Bar Stick,3,121,363,Patna,East,Saturday
30/11/2013,Arturo  Francis,Nestle Smarties Pop-Up,2,316,632,Ranchi,East,Saturday
30/11/2013,Drew  Rogers,Nestle Smarties Pop-Up,2,207,414,Delhi,North,Saturday
30/11/2013,Lee  Mack,Nestle Rowntree Screamers,3,175,525,Delhi,North,Saturday
30/11/2013,Jaime  Pearson,Nestle Smarties Pop-Up,1,122,122,Jodhpur,North,Saturday
30/11/2013,Cassandra  Franklin,Nestle Maxibon Cookie,1,384,384,Delhi,North,Saturday
30/11/2013,Edwin  Malone,Nestle Milky Bar Stick,1,417,417,Kolkata,East,Saturday
30/11/2013,Bethany  Pena,Nestle Maxibon Cookie,3,258,774,Nagpur,West,Saturday
30/11/2013,Andrew  Meyer,Nestle Toffee Crumble,2,367,734,Mumbai,West,Saturday
30/11/2013,Shari  Silva,Nestle Rowntree Screamers,3,174,522,Mysore,South,Saturday
30/11/2013,Joey  Wong,Nestle Milky Bar Stick,2,140,280,Goa,West,Saturday
30/11/2013,Della  Jensen,Nestle Smarties Pop-Up,2,110,220,Patna,East,Saturday
30/11/2013,Bernadette  Page,Nestle Aero Mint Potz,3,258,774,Delhi,North,Saturday
30/11/2013,Elbert  Klein,Nestle Rolo Potz,1,353,353,Cochin,South,Saturday
30/11/2013,Drew  Rogers,Nestle Kit Kat Cone,2,383,766,Delhi,North,Saturday
30/11/2013,Lynette  Brewer,Nestle Milky Bar Stick,2,498,996,Varanasi,North,Saturday
30/11/2013,Rachel  Gomez,Nestle Rowntree Screamers,2,187,374,Delhi,North,Saturday
30/11/2013,Austin  Reynolds,Nestle Kit Kat Cone,1,468,468,Kolkata,East,Saturday
30/11/2013,Elaine  Ellis,Nestle Fab,3,291,873,Hyderabad,South,Saturday
30/11/2013,Nellie  Joseph,Nestle Fab,1,176,176,Patna,East,Saturday
30/11/2013,Joey  Wong,Nestle Kit Kat Cone,2,118,236,Goa,West,Saturday
30/11/2013,Carla  Mccormick,Nestle Aero Mint Potz,20,119,2380,Varanasi,North,Saturday
30/11/2013,Herman  Williams,Nestle Rolo Potz,1,384,384,Darjeeling,East,Saturday
30/11/2013,Sylvester  Morales,Nestle Milky Bar Stick,3,318,954,Mumbai,West,Saturday
30/11/2013,Shari  Silva,Nestle Aero Mint Potz,2,458,916,Mysore,South,Saturday
30/11/2013,Cindy  Becker,Nestle Rowntree Screamers,2,135,270,Bangalore,South,Saturday
30/11/2013,Carla  Mccormick,Nestle Kit Kat Cone,2,480,960,Varanasi,North,Saturday
30/11/2013,Max  Rodgers,Nestle Aero Mint Potz,1,357,357,Nagpur,West,Saturday
30/11/2013,Shari  Silva,Nestle Milky Bar Stick,22,232,5104,Mysore,South,Saturday
30/11/2013,Lula  Daniels,Nestle Kit Kat Cone,1,347,347,Nainital,North,Saturday
30/11/2013,Jenny  Garcia,Nestle Fab,1,340,340,Shimla,North,Saturday
30/11/2013,Dan  Peterson,Nestle Milky Bar Stick,1,479,479,Shimla,North,Saturday
30/11/2013,Andrew  Meyer,Nestle Milky Bar Stick,3,208,624,Mumbai,West,Saturday
30/11/2013,Marian  Hill,Nestle Smarties Pop-Up,2,285,570,Trivandrum,South,Saturday
30/11/2013,Salvador  Bass,Nestle Kit Kat Cone,3,270,810,Goa,West,Saturday
30/11/2013,Ernest  Davis,Nestle Smarties Pop-Up,1,205,205,Mumbai,West,Saturday
30/11/2013,Patty  Thompson,Nestle Fab,4,334,1336,Mumbai,West,Saturday
30/11/2013,Lorraine  Gibson,Nestle Smarties Pop-Up,1,167,167,Kolkata,East,Saturday
30/11/2013,Tracy  Reed,Nestle Aero Mint Potz,1,188,188,Agra,North,Saturday
30/11/2013,Salvador  Bass,Nestle Fab,1,144,144,Goa,West,Saturday
30/11/2013,Iris  Underwood,Nestle Smarties Pop-Up,3,154,462,Pune,West,Saturday
30/11/2013,Donna  Reid,Nestle Kit Kat Cone,3,150,450,Goa,West,Saturday
1/12/2013,Arturo  Francis,Nestle Fab,4,382,1528,Ranchi,East,Sunday
1/12/2013,Andrew  Meyer,Nestle Toffee Crumble,3,400,1200,Mumbai,West,Sunday
1/12/2013,Trevor  Jones,Nestle Aero Mint Potz,1,425,425,Pune,West,Sunday
1/12/2013,Shari  Silva,Nestle Smarties Pop-Up,2,499,998,Mysore,South,Sunday
1/12/2013,Rachel  Gomez,Nestle Smarties Pop-Up,3,361,1083,Delhi,North,Sunday
1/12/2013,Blake  Bridges,Nestle Milky Bar Stick,2,229,458,Cochin,South,Sunday
1/12/2013,Ellen  Weaver,Nestle Rowntree Fruit Pastil,1,494,494,Hyderabad,South,Sunday
1/12/2013,Bernadette  Page,Nestle Toffee Crumble,3,337,1011,Delhi,North,Sunday
1/12/2013,Marion  Glover,Nestle Smarties Pop-Up,3,398,1194,Durgapur,East,Sunday
1/12/2013,Jenny  Garcia,Nestle Rowntree Fruit Pastil,3,165,495,Shimla,North,Sunday
1/12/2013,Colleen  Warren,Nestle Nobbly Bobbly,1,410,410,Ahmedabad,West,Sunday
1/12/2013,Della  Jensen,Nestle Toffee Crumble,2,488,976,Patna,East,Sunday
1/12/2013,Jenny  Garcia,Nestle Rowntree Fruit Pastil,2,181,362,Shimla,North,Sunday
1/12/2013,Bethany  Pena,Nestle Toffee Crumble,1,257,257,Nagpur,West,Sunday
1/12/2013,Andrew  Meyer,Nestle Smarties Pop-Up,12,169,2028,Mumbai,West,Sunday
1/12/2013,Sonya  Mullins,Nestle Milky Bar Stick,2,244,488,Kolkata,East,Sunday
1/12/2013,Bobbie  Ryan,Nestle Nobbly Bobbly,1,474,474,Darjeeling,East,Sunday
1/12/2013,Marian  Hill,Nestle Fab,2,136,272,Trivandrum,South,Sunday
1/12/2013,Lee  Mack,Nestle Fab,1,352,352,Delhi,North,Sunday
1/12/2013,Cindy  Becker,Nestle Fab,1,218,218,Bangalore,South,Sunday
1/12/2013,Salvador  Bass,Nestle Rowntree Screamers,1,430,430,Goa,West,Sunday
1/12/2013,Salvador  Bass,Nestle Kit Kat Cone,1,249,249,Goa,West,Sunday
1/12/2013,Johanna  Boone,Nestle Aero Mint Potz,2,392,784,Mysore,South,Sunday
1/12/2013,Nellie  Joseph,Nestle Kit Kat Cone,2,355,710,Patna,East,Sunday
1/12/2013,Ivan  Adkins,Nestle Rolo Potz,2,404,808,Mumbai,West,Sunday
1/12/2013,Jenny  Garcia,Nestle Fab,3,127,381,Shimla,North,Sunday
1/12/2013,Guillermo  Potter,Nestle Milky Bar Stick,2,276,552,Nainital,North,Sunday
1/12/2013,Della  Jensen,Nestle Milky Bar Stick,1,431,431,Patna,East,Sunday
1/12/2013,Kyle  Carr,Nestle Maxibon Cookie,1,217,217,Delhi,North,Sunday
1/12/2013,Felicia  Jennings,Nestle Rolo Potz,1,218,218,Pune,West,Sunday
1/12/2013,Joey  Wong,Nestle Smarties Pop-Up,1,290,290,Goa,West,Sunday
1/12/2013,Charlie  Wood,Nestle Aero Mint Potz,2,404,808,Agra,North,Sunday
1/12/2013,Billie  Chandler,Nestle Smarties Pop-Up,2,391,782,Surat,West,Sunday
1/12/2013,Tiffany  May,Nestle Rolo Potz,1,322,322,Agra,North,Sunday
1/12/2013,Trevor  Jones,Nestle Toffee Crumble,2,217,434,Pune,West,Sunday
1/12/2013,Kyle  Carr,Nestle Smarties Pop-Up,2,401,802,Delhi,North,Sunday
1/12/2013,Don  Gonzales,Nestle Maxibon Cookie,2,190,380,Mysore,South,Sunday
1/12/2013,Iris  Underwood,Nestle Milky Bar Stick,2,234,468,Pune,West,Sunday
1/12/2013,Sandra  Floyd,Nestle Smarties Pop-Up,2,362,724,Nainital,North,Sunday
1/12/2013,Drew  Rogers,Nestle Smarties Pop-Up,2,491,982,Delhi,North,Sunday
1/12/2013,Andrew  Meyer,Nestle Fab,2,377,754,Mumbai,West,Sunday
2/12/2013,Lance  Yates,Nestle Fab,3,463,1389,Srinagar,North,Monday
2/12/2013,Andrew  Meyer,Nestle Rowntree Screamers,2,332,664,Mumbai,West,Monday
2/12/2013,Isabel  Cross,Nestle Milky Bar Stick,1,116,116,Ranchi,East,Monday
2/12/2013,Fernando  Rowe,Nestle Toffee Crumble,1,432,432,Ahmedabad,West,Monday
2/12/2013,Christina  Fuller,Nestle Smarties Pop-Up,2,330,660,Nagpur,West,Monday
2/12/2013,Mable  Lindsey,Nestle Rowntree Fruit Pastil,2,100,200,Ahmedabad,West,Monday
2/12/2013,Elaine  Ellis,Nestle Aero Mint Potz,4,388,1552,Hyderabad,South,Monday
2/12/2013,Tracy  Reed,Nestle Toffee Crumble,2,232,464,Agra,North,Monday
2/12/2013,Bobbie  Ryan,Nestle Milky Bar Stick,3,468,1404,Darjeeling,East,Monday
2/12/2013,Bobbie  Ryan,Nestle Rowntree Fruit Pastil,2,481,962,Darjeeling,East,Monday
2/12/2013,Kyle  Carr,Nestle Milky Bar Stick,1,235,235,Delhi,North,Monday
2/12/2013,Rachel  Gomez,Nestle Milky Bar Stick,1,177,177,Delhi,North,Monday
2/12/2013,Shari  Silva,Nestle Maxibon Cookie,2,486,972,Mysore,South,Monday
2/12/2013,Brooke  Horton,Nestle Milky Bar Stick,1,415,415,Nainital,North,Monday
